,spotify_id,name,followers,popularity,genres,chart_hits
16483,7tYKF4w9nC0nq9CsPZTHyP,SZA,8374364.0,83,"['pop', 'r&b', 'rap']","['us (13)', 'gb (8)', 'au (7)', 'at (3)', 'be (6)', 'bg (7)', 'ca (8)', 'cr (1)', 'cy (7)', 'cz (5)', 'dk (5)', 'do (1)', 'eg (1)', 'ee (7)', 'fi (4)', 'fr (1)', 'de (3)', 'gr (6)', 'hk (6)', 'hu (5)', 'is (6)', 'in (1)', 'id (4)', 'ie (7)', 'il (4)', 'jp (4)', 'lv (6)', 'lt (7)', 'lu (7)', 'my (6)', 'mt (4)', 'ma (2)', 'nl (4)', 'nz (8)', 'no (7)', 'pa (1)', 'ph (6)', 'pl (3)', 'pt (7)', 'ro (4)', 'sa (3)', 'sg (6)', 'sk (5)', 'za (5)', 'kr (2)', 'se (4)', 'ch (5)', 'tw (6)', 'th (5)', 'tr (1)', 'ua (1)', 'ae (4)', 'vn (3)']"
16499,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,4861206.0,77,"['folk-pop', 'stomp and holler']","['us (10)', 'gb (2)', 'ar (1)', 'au (2)', 'at (3)', 'be (2)', 'br (1)', 'bg (1)', 'ca (12)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (1)', 'ec (1)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (2)', 'gr (2)', 'hk (1)', 'hu (2)', 'is (3)', 'id (1)', 'ie (3)', 'it (3)', 'lv (4)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (3)', 'mx (1)', 'nl (1)', 'nz (2)', 'no (2)', 'pe (1)', 'pl (3)', 'pt (6)', 'sg (2)', 'sk (2)', 'za (1)', 'es (1)', 'se (2)', 'ch (3)', 'tw (1)', 'tr (2)', 'uy (1)']"
16504,7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,6695140.0,72,"['emo rap', 'rap', 'trap']","['us (19)', 'gb (14)', 'ar (4)', 'au (11)', 'at (15)', 'be (19)', 'bo (6)', 'br (1)', 'bg (21)', 'ca (20)', 'cl (5)', 'co (4)', 'cr (10)', 'cy (13)', 'cz (16)', 'dk (13)', 'do (11)', 'ec (4)', 'eg (2)', 'sv (8)', 'ee (14)', 'fi (18)', 'fr (11)', 'de (17)', 'gr (20)', 'gt (6)', 'hn (9)', 'hk (4)', 'hu (14)', 'is (18)', 'in (2)', 'id (2)', 'ie (10)', 'il (8)', 'it (10)', 'jp (1)', 'lv (17)', 'lt (10)', 'lu (23)', 'my (4)', 'mt (11)', 'mx (5)', 'ma (9)', 'nl (17)', 'nz (13)', 'ni (5)', 'no (15)', 'pa (10)', 'py (4)', 'pe (4)', 'ph (2)', 'pl (11)', 'pt (13)', 'ro (19)', 'ru (2)', 'sa (2)', 'sg (4)', 'sk (34)', 'za (2)', 'es (7)', 'se (13)', 'ch (21)', 'tw (5)', 'th (2)', 'tr (3)', 'ua (2)', 'ae (2)', 'uy (4)', 'vn (2)']"
16514,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4018182.0,81,"['hip hop', 'pop']","['us (6)', 'gb (6)', 'ar (3)', 'au (5)', 'at (4)', 'be (6)', 'bo (4)', 'br (5)', 'bg (5)', 'ca (6)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (2)', 'cz (4)', 'dk (6)', 'do (3)', 'ec (3)', 'sv (4)', 'ee (5)', 'fi (3)', 'fr (11)', 'de (3)', 'gr (3)', 'gt (4)', 'hn (3)', 'hk (4)', 'hu (4)', 'is (5)', 'id (1)', 'ie (5)', 'il (2)', 'it (3)', 'jp (2)', 'lv (6)', 'lt (7)', 'lu (4)', 'my (4)', 'mt (4)', 'mx (3)', 'nl (6)', 'nz (5)', 'ni (2)', 'no (5)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (4)', 'pl (5)', 'pt (3)', 'ro (2)', 'sg (4)', 'sk (4)', 'za (1)', 'kr (1)', 'es (3)', 'se (4)', 'ch (8)', 'tw (4)', 'th (1)', 'tr (4)', 'ae (1)', 'uy (4)', 'vn (1)']"
16515,28ExwzUQsvgJooOI0X1mr3,Jay Rock,1290034.0,70,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']","['us (4)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (2)', 'sa (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)']"
16520,20qISvAhX20dpIbOOzGK3q,Nas,2963116.0,72,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']","['us (6)', 'gb (2)', 'au (1)', 'bg (2)', 'ca (5)', 'gr (2)', 'ie (1)', 'ro (2)', 'za (8)']"
16530,3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,2716447.0,80,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']","['us (19)', 'gb (5)', 'au (3)', 'ca (8)', 'cy (1)', 'ee (2)', 'de (1)', 'is (2)', 'ie (3)', 'lv (1)', 'lt (3)', 'lu (1)', 'nl (1)', 'nz (4)', 'no (3)', 'za (23)', 'ch (1)', 'ae (5)']"
16533,04abdnqPQe2N4fjztDea6z,Austin Mahone,1989356.0,60,"['dance pop', 'pop', 'post-teen pop', 'viral pop']","['us (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'dk (3)', 'sv (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'gt (1)', 'hk (1)', 'hu (1)', 'is (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'no (1)', 'pe (1)', 'ph (2)', 'sg (1)', 'sk (1)', 'se (1)', 'tw (1)', 'vn (1)']"
16545,5IbEL2xjRtKsunfmsahLuO,$NOT,1164155.0,72,"['aesthetic rap', 'florida rap', 'rap', 'underground hip hop']","['us (2)', 'au (1)', 'at (1)', 'bg (1)', 'ca (2)', 'cz (1)', 'ee (3)', 'fi (1)', 'de (1)', 'hu (1)', 'is (1)', 'lv (3)', 'lt (3)', 'lu (1)', 'nz (1)', 'ro (1)', 'ru (1)', 'sk (1)', 'za (1)', 'ch (1)', 'ua (1)']"
16551,26cMerAxjx9GedFt0lMDjm,Bella Poarch,854059.0,66,['modern alternative pop'],"['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (1)', 'il (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'ua (1)', 'ae (1)', 'uy (1)', 'vn (1)']"
16572,5LHRHt1k9lMyONurDHEdrp,Tyga,6638519.0,80,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (14)', 'gb (4)', 'ar (1)', 'au (11)', 'at (6)', 'be (3)', 'bo (2)', 'br (1)', 'bg (13)', 'ca (18)', 'cl (1)', 'co (2)', 'cr (3)', 'cy (10)', 'cz (3)', 'dk (9)', 'do (2)', 'ec (2)', 'eg (1)', 'sv (2)', 'ee (5)', 'fi (8)', 'fr (3)', 'de (13)', 'gr (9)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (8)', 'is (3)', 'id (1)', 'ie (3)', 'il (4)', 'it (2)', 'jp (1)', 'lv (6)', 'lt (6)', 'lu (9)', 'my (3)', 'mt (15)', 'mx (2)', 'ma (4)', 'nl (3)', 'nz (10)', 'ni (2)', 'no (10)', 'pa (2)', 'py (2)', 'pe (2)', 'ph (3)', 'pl (3)', 'pt (3)', 'ro (10)', 'ru (1)', 'sa (2)', 'sg (4)', 'sk (4)', 'za (6)', 'kr (1)', 'es (2)', 'se (3)', 'ch (12)', 'tw (3)', 'th (4)', 'tr (3)', 'ae (4)', 'uy (1)', 'vn (2)']"
16590,3EXdLajEO02ziZ90P90bSW,Lil Xan,2242683.0,59,['emo rap'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
16626,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,4048319.0,72,"['contemporary country', 'country', 'country road']","['us (2)', 'ca (2)', 'hk (1)', 'mt (1)', 'tw (1)']"
16628,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,5005500.0,71,"['blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']","['us (1)', 'gb (1)', 'ar (3)', 'be (1)', 'br (2)', 'ca (1)', 'cl (2)', 'fr (1)', 'ie (1)', 'it (1)', 'mx (2)', 'nl (1)', 'pe (2)', 'pl (1)', 'pt (1)', 'ch (1)', 'tr (1)']"
16640,6VxCmtR7S3yz4vnzsJqhSV,Sheppard,270154.0,62,"['australian indie', 'australian pop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']","['us (1)', 'gb (1)', 'ar (1)', 'au (3)', 'at (1)', 'be (3)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (2)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (6)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (5)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']"
16657,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,7358519.0,78,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","['us (1)', 'gb (2)', 'ar (1)', 'au (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (3)', 'cl (2)', 'co (1)', 'cr (1)', 'cz (2)', 'ec (1)', 'ee (1)', 'fr (2)', 'gr (2)', 'hu (1)', 'is (4)', 'id (2)', 'ie (2)', 'it (3)', 'lv (2)', 'lt (3)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'pe (1)', 'pl (2)', 'pt (4)', 'sk (2)', 'es (1)', 'ch (2)', 'tw (2)', 'tr (2)']"
16659,7sKxqpSqbIzphAKAhrqvlf,Walker Hayes,523623.0,67,"['contemporary country', 'country', 'country road', 'modern country rock']","['us (2)', 'au (1)', 'ca (1)', 'nz (1)']"
16662,1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,1521208.0,77,"['melodic rap', 'trap']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (4)', 'cy (1)', 'dk (1)', 'eg (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (2)', 'sg (1)', 'sk (1)', 'za (4)', 'kr (1)', 'se (1)', 'ch (1)', 'ae (1)']"
16680,1VBflYyxBhnDc9uVib98rw,Icona Pop,683067.0,66,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop', 'uk pop']","['us (2)', 'gb (1)', 'ar (2)', 'au (2)', 'at (2)', 'be (2)', 'bo (1)', 'br (5)', 'bg (1)', 'ca (2)', 'cl (4)', 'co (2)', 'cr (3)', 'cz (3)', 'dk (1)', 'do (1)', 'ec (3)', 'sv (2)', 'ee (2)', 'fi (3)', 'fr (2)', 'de (3)', 'gr (2)', 'gt (1)', 'hk (2)', 'hu (4)', 'is (1)', 'ie (3)', 'it (2)', 'lv (3)', 'lt (4)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (2)', 'nz (1)', 'no (4)', 'pa (1)', 'py (1)', 'pe (2)', 'ph (2)', 'pl (3)', 'pt (4)', 'sg (3)', 'sk (3)', 'es (3)', 'se (11)', 'ch (2)', 'tw (3)', 'tr (2)', 'uy (2)']"
16698,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,4117983.0,69,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']","['us (3)', 'gb (3)', 'ar (2)', 'au (3)', 'at (3)', 'be (3)', 'bg (3)', 'ca (3)', 'cy (3)', 'cz (3)', 'dk (3)', 'ee (3)', 'fi (2)', 'de (3)', 'gr (3)', 'hk (2)', 'hu (3)', 'is (3)', 'ie (3)', 'it (3)', 'jp (3)', 'lv (3)', 'lt (3)', 'lu (3)', 'my (2)', 'mt (2)', 'nl (3)', 'nz (3)', 'no (2)', 'ph (2)', 'pl (3)', 'pt (2)', 'ro (2)', 'sg (2)', 'sk (3)', 'za (2)', 'kr (1)', 'es (1)', 'se (4)', 'ch (3)', 'tw (1)', 'ua (1)', 'ae (2)', 'vn (1)']"
16700,4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2423459.0,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (12)', 'gb (3)', 'au (4)', 'at (2)', 'be (4)', 'bg (15)', 'ca (9)', 'cr (1)', 'cy (5)', 'cz (1)', 'dk (4)', 'do (2)', 'ee (4)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (6)', 'hk (1)', 'hu (4)', 'is (4)', 'id (1)', 'ie (4)', 'il (3)', 'it (1)', 'jp (1)', 'lv (4)', 'lt (4)', 'lu (6)', 'my (1)', 'mt (4)', 'ma (1)', 'nl (1)', 'nz (4)', 'no (3)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (3)', 'ro (7)', 'sg (1)', 'sk (4)', 'za (2)', 'se (1)', 'ch (5)', 'tw (1)', 'th (1)', 'tr (1)']"
16704,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,5504702.0,74,"['champeta', 'colombian pop', 'latin pop', 'tropical', 'vallenato']","['us (1)', 'ar (9)', 'bo (10)', 'bg (1)', 'cl (10)', 'co (37)', 'cr (9)', 'do (6)', 'ec (14)', 'sv (12)', 'fr (1)', 'gt (12)', 'hn (9)', 'is (1)', 'it (1)', 'lu (1)', 'mt (1)', 'mx (4)', 'ni (12)', 'pa (13)', 'py (8)', 'pe (13)', 'pt (2)', 'sk (1)', 'es (9)', 'ch (2)', 'uy (9)', 'ad (1)']"
16733,0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum,238335.0,67,"['contemporary country', 'texas country']",['us (1)']
16744,1bT7m67vi78r2oqvxrP3X5,Naughty Boy,321853.0,61,"['uk contemporary r&b', 'uk pop']","['us (1)', 'gb (5)', 'ar (1)', 'au (3)', 'at (2)', 'be (2)', 'br (2)', 'bg (1)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (2)', 'ec (1)', 'ee (4)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (3)', 'hk (2)', 'hu (2)', 'is (3)', 'ie (3)', 'it (2)', 'lv (3)', 'lt (4)', 'my (3)', 'mt (1)', 'mx (1)', 'nl (5)', 'nz (2)', 'no (3)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (2)', 'pt (2)', 'ru (1)', 'sg (2)', 'sk (2)', 'es (2)', 'se (2)', 'ch (2)', 'tw (3)', 'tr (2)', 'uy (1)', 'vn (1)']"
16753,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,788661.0,66,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']","['us (1)', 'at (1)', 'br (1)', 'bg (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lt (1)', 'my (1)', 'sk (1)', 'tw (1)', 'vn (1)']"
16782,4u5smJBskI6Adzv08PuiUP,Kiiara,865133.0,61,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']","['us (2)', 'gb (2)', 'au (4)', 'at (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (3)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (4)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (4)', 'is (2)', 'id (2)', 'ie (2)', 'it (2)', 'lv (4)', 'lt (4)', 'lu (2)', 'my (3)', 'mt (4)', 'mx (1)', 'nl (2)', 'nz (3)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (2)', 'ro (1)', 'sg (4)', 'sk (4)', 'es (1)', 'se (2)', 'ch (3)', 'tw (4)', 'th (1)', 'tr (1)', 'uy (1)', 'vn (1)']"
16805,1By9QBFnjZAoI83BZppHlt,Billy Currington,2399246.0,66,"['contemporary country', 'country', 'country road']","['us (3)', 'ca (2)']"
16812,6fOMl44jA4Sp5b9PpYCkzz,NF,7430819.0,79,"['hip hop', 'pop rap', 'rap']","['us (21)', 'gb (5)', 'au (5)', 'at (6)', 'be (3)', 'bo (1)', 'br (1)', 'bg (10)', 'ca (9)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (7)', 'dk (2)', 'do (1)', 'ec (1)', 'eg (8)', 'sv (1)', 'ee (9)', 'fi (6)', 'fr (1)', 'de (3)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (10)', 'is (1)', 'in (1)', 'id (1)', 'ie (5)', 'il (4)', 'it (1)', 'jp (1)', 'lv (9)', 'lt (7)', 'lu (5)', 'my (3)', 'mt (6)', 'mx (1)', 'ma (2)', 'nl (7)', 'nz (3)', 'ni (1)', 'no (4)', 'pa (1)', 'py (1)', 'ph (2)', 'pl (1)', 'pt (2)', 'ro (4)', 'sa (10)', 'sg (3)', 'sk (8)', 'za (11)', 'es (1)', 'se (1)', 'ch (4)', 'tw (3)', 'th (2)', 'tr (1)', 'ae (5)', 'uy (1)', 'vn (1)']"
16813,7giUHu5pv6YTZgSkxxCcgh,Edward Sharpe & The Magnetic Zeros,1004016.0,62,"['double drumming', 'indie folk', 'la indie', 'stomp and holler']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
16822,0C0XlULifJtAgn6ZNCW2eu,The Killers,6644035.0,77,"['alternative rock', 'dance rock', 'permanent wave']","['us (2)', 'gb (4)', 'au (2)', 'at (1)', 'be (1)', 'br (2)', 'ca (2)', 'co (1)', 'cr (6)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (2)', 'hu (1)', 'ie (4)', 'lv (3)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (2)', 'mx (1)', 'nz (1)', 'py (5)', 'pe (2)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'tw (1)']"
16851,55Aa2cqylxrFIXC767Z865,Lil Wayne,12587804.0,85,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']","['us (41)', 'gb (10)', 'ar (1)', 'au (9)', 'at (5)', 'be (8)', 'bo (1)', 'br (1)', 'bg (14)', 'ca (31)', 'cl (1)', 'co (1)', 'cr (3)', 'cy (9)', 'cz (4)', 'dk (8)', 'do (3)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (8)', 'fi (6)', 'fr (5)', 'de (5)', 'gr (11)', 'gt (1)', 'hn (2)', 'hk (5)', 'hu (5)', 'is (13)', 'id (1)', 'ie (9)', 'il (7)', 'it (3)', 'jp (1)', 'lv (9)', 'lt (8)', 'lu (9)', 'my (5)', 'mt (6)', 'mx (2)', 'ma (1)', 'nl (8)', 'nz (9)', 'ni (1)', 'no (9)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (7)', 'ro (13)', 'sa (1)', 'sg (5)', 'sk (9)', 'za (1)', 'es (1)', 'se (6)', 'ch (8)', 'tw (3)', 'th (2)', 'tr (2)', 'ae (2)', 'uy (1)', 'vn (1)']"
16854,15iVAtD3s3FsQR4w1v6M0P,Chief Keef,3439081.0,73,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']","['us (1)', 'ca (1)']"
16907,5he5w2lnU9x7JFhnwcekXX,Skrillex,7979720.0,75,"['brostep', 'complextro', 'edm', 'electro']","['us (3)', 'gb (3)', 'ar (2)', 'au (3)', 'at (5)', 'be (2)', 'bo (2)', 'br (1)', 'bg (3)', 'ca (3)', 'cl (5)', 'co (2)', 'cr (2)', 'cy (3)', 'cz (2)', 'dk (3)', 'do (2)', 'ec (2)', 'sv (2)', 'ee (5)', 'fi (4)', 'fr (2)', 'de (4)', 'gr (3)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (4)', 'is (4)', 'id (2)', 'ie (3)', 'il (1)', 'it (1)', 'jp (2)', 'lv (6)', 'lt (3)', 'lu (5)', 'my (3)', 'mt (2)', 'mx (2)', 'nl (3)', 'nz (3)', 'ni (2)', 'no (5)', 'pa (2)', 'py (2)', 'pe (3)', 'ph (3)', 'pl (3)', 'pt (2)', 'ro (2)', 'sa (1)', 'sg (3)', 'sk (3)', 'za (1)', 'kr (1)', 'es (2)', 'se (3)', 'ch (4)', 'tw (3)', 'th (2)', 'tr (2)', 'ae (1)', 'uy (2)', 'vn (1)']"
16920,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,4815056.0,76,"['contemporary country', 'outlaw country']","['us (6)', 'ca (3)', 'nz (1)']"
16963,1Qp56T7n950O3EGMsSl81D,Ghost,1732154.0,77,"['hard rock', 'metal']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'bg (2)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (25)', 'de (1)', 'gr (4)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'no (3)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'se (24)', 'ch (1)', 'ua (1)', 'ae (1)']"
16965,0JOxt5QOwq0czoJxvSc5hS,GASHI,223285.0,59,"['pop rap', 'trap soul']","['us (2)', 'au (1)', 'at (2)', 'be (1)', 'bg (1)', 'ca (3)', 'cy (1)', 'dk (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'no (2)', 'pt (1)', 'ro (1)', 'sk (1)', 'se (1)', 'ch (3)', 'tw (1)', 'vn (1)']"
17033,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,3332277.0,72,"['contemporary country', 'country', 'country dawn']","['us (3)', 'ph (1)', 'tw (1)']"
17051,3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,888507.0,69,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']","['us (1)', 'gb (1)', 'au (1)', 'dk (1)', 'fi (1)', 'hk (1)', 'ie (1)', 'nz (1)', 'no (1)', 'ch (1)', 'tw (1)']"
17073,085pc2PYOi8bGKj0PNjekA,will.i.am,3831824.0,72,"['dance pop', 'pop', 'pop rap']","['us (2)', 'gb (6)', 'ar (1)', 'au (4)', 'at (3)', 'be (2)', 'bg (3)', 'cl (1)', 'cr (1)', 'dk (3)', 'do (1)', 'ee (5)', 'fi (3)', 'fr (2)', 'de (4)', 'gr (1)', 'hk (2)', 'hu (1)', 'is (3)', 'id (1)', 'ie (6)', 'it (3)', 'lv (6)', 'lt (6)', 'my (2)', 'mt (3)', 'mx (2)', 'nl (3)', 'nz (6)', 'no (3)', 'ph (1)', 'pl (2)', 'pt (2)', 'sg (2)', 'sk (2)', 'es (3)', 'se (3)', 'ch (3)', 'tw (2)', 'tr (2)', 'uy (1)']"
17076,4IVAbR2w4JJNJDDRFP3E83,6LACK,3635051.0,75,"['atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']","['us (12)', 'gb (1)', 'au (2)', 'bg (9)', 'ca (13)', 'cy (2)', 'ee (1)', 'gr (2)', 'is (4)', 'ie (1)', 'lv (3)', 'lt (3)', 'lu (4)', 'nz (1)', 'no (3)', 'pt (6)', 'ro (7)', 'sk (2)', 'za (7)', 'se (1)', 'ae (1)']"
17080,6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1114074.0,72,"['indie folk', 'stomp and holler']","['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (2)', 'tw (1)', 'tr (1)', 'uy (1)']"
